make,year,category,odometer,city,state,price,link
Freightliner Cascadia ,2014,Sleeper Truck,"865,177",Grain Valley ,MO,"36,000",https://www.soarr.com/for-sale/trucks/specs/16179616/2014-Freightliner-Cascadia
BMW I3 ,2014,Car,"81,826",Shawnee,KS,"17,700",https://www.soarr.com/for-sale/trucks/specs/16195840/2014-BMW-I3
Volvo VNL730 ,2014,Sleeper Truck,"660,511",Strafford,MO,"49,950",https://www.soarr.com/for-sale/trucks/specs/16179562/2014-Volvo-VNL730
Mercedes Benz GL450 ,2013,Sports Utility,"120,922",Shawnee,KS,"20,150",https://www.soarr.com/for-sale/trucks/specs/16178064/2013-Mercedes-Benz-GL450
International Prostar ,2013,Day Cab,"1,004,359",Grain Valley ,MO,"19,950",https://www.soarr.com/for-sale/trucks/specs/16201435/2013-International-Prostar
International Prostar ,2013,Day Cab,"793,309",Grain Valley ,MO,"24,000",https://www.soarr.com/for-sale/trucks/specs/16191194/2013-International-Prostar
Kenworth T660 ,2013,Sleeper Truck,"855,212",Grain Valley ,MO,"42,500",https://www.soarr.com/for-sale/trucks/specs/16202290/2013-Kenworth-T660
Freightliner Cascadia ,2013,Sleeper Truck,"637,627",Grain Valley ,MO,"39,500",https://www.soarr.com/for-sale/trucks/specs/16193666/2013-Freightliner-Cascadia
Freightliner M2 106 ,2012,Dump Truck,"239,248",Kansas City,MO,"65,950",https://www.soarr.com/for-sale/trucks/specs/16200020/2012-Freightliner-M2-106
Freightliner CASCADIA ,2012,Sleeper Truck,"665,007",Edwardsville,KS,0,https://www.soarr.com/for-sale/trucks/specs/16070401/2012-Freightliner-CASCADIA
Freightliner Cascadia ,2012,Day Cab,"659,629",Grain Valley ,MO,"37,400",https://www.soarr.com/for-sale/trucks/specs/16200404/2012-Freightliner-Cascadia
Freightliner Cascadia ,2012,Day Cab,"549,494",Grain Valley ,MO,"37,400",https://www.soarr.com/for-sale/trucks/specs/16197662/2012-Freightliner-Cascadia
International Prostar ,2011,Sleeper Truck,"1,032,467",Grain Valley ,MO,"27,500",https://www.soarr.com/for-sale/trucks/specs/16182753/2011-International-Prostar
International Prostar ,2010,Day Cab,"1,253,679",Grain Valley ,MO,"26,900",https://www.soarr.com/for-sale/trucks/specs/16191195/2010-International-Prostar
Volvo VNL430 ,2010,Sleeper Truck,"312,950",Strafford,MO,"44,950",https://www.soarr.com/for-sale/trucks/specs/16193739/2010-Volvo-VNL430
International 8600 ,2007,Day Cab,"753,901",Grain Valley ,MO,"16,500",https://www.soarr.com/for-sale/trucks/specs/16198205/2007-International-8600
International 4300 ,2007,Box Truck,"258,229",Grain Valley ,MO,"16,000",https://www.soarr.com/for-sale/trucks/specs/16178213/2007-International-4300
Mack CXN612 ,2006,Day Cab,"548,412",Grain Valley ,MO,"15,700",https://www.soarr.com/for-sale/trucks/specs/16198096/2006-Mack-CXN612
International 8600 ,2006,Day Cab,"607,302",Grain Valley ,MO,"18,500",https://www.soarr.com/for-sale/trucks/specs/16198202/2006-International-8600
Volvo VNL ,2006,Day Cab,"864,944",Grain Valley ,MO,"22,000",https://www.soarr.com/for-sale/trucks/specs/16190408/2006-Volvo-VNL
International 8600 ,2005,Day Cab,"637,889",Grain Valley ,MO,"12,400",https://www.soarr.com/for-sale/trucks/specs/16198092/2005-International-8600
International 8600 ,2005,Day Cab,"807,625",Grain Valley ,MO,"15,500",https://www.soarr.com/for-sale/trucks/specs/16198094/2005-International-8600
International 2674 ,2002,Dump Truck,"259,895",Grain Valley ,MO,"39,500",https://www.soarr.com/for-sale/trucks/specs/16193924/2002-International-2674
Ford F250 4X4 ,2017,Vocational,"185,611",Perrysburg,OH,"32,000",https://www.soarr.com/for-sale/trucks/specs/16159722/2017-Ford-F250-4X4
Mack CH613 ,1997,Dump Truck,"737,964",Grain Valley ,MO,"37,500",https://www.soarr.com/for-sale/trucks/specs/16193632/1997-Mack-CH613
Kenworth T660 ,2016,Tractor,"866,079",Perrysburg,OH,"79,900",https://www.soarr.com/for-sale/trucks/specs/16174657/2016-Kenworth-T660
Kenworth T660 ,2016,Tractor,"771,060",Perrysburg,OH,"79,900",https://www.soarr.com/for-sale/trucks/specs/16174098/2016-Kenworth-T660
Freightliner M2 ,2016,Box Truck,"304,567",Perrysburg,OH,"59,500",https://www.soarr.com/for-sale/trucks/specs/16184828/2016-Freightliner-M2
Ford E350 ,2015,Bus,"141,162",Perrysburg,OH,"25,500",https://www.soarr.com/for-sale/trucks/specs/16191033/2015-Ford-E350
Kenworth T680 ,2015,Tractor,"627,914",Perrysburg,OH,"61,000",https://www.soarr.com/for-sale/trucks/specs/16174656/2015-Kenworth-T680
Ford f650 ,2015,Vocational,"154,896",Perrysburg,OH,"45,500",https://www.soarr.com/for-sale/trucks/specs/16138789/2015-Ford-f650
Freightliner M2 106 ,2015,Vocational,"123,710",Perrysburg,OH,"49,900",https://www.soarr.com/for-sale/trucks/specs/16194648/2015-Freightliner-M2-106
Ford F700 ,1995,Cab & Chassis,"135,274",Grain Valley ,MO,"8,700",https://www.soarr.com/for-sale/trucks/specs/16184619/1995-Ford-F700
Kenworth T660 ,2014,Tractor,"820,415",Perrysburg,OH,"64,900",https://www.soarr.com/for-sale/trucks/specs/16174035/2014-Kenworth-T660
Ford F350 ,2014,Vocational,"148,580",Perrysburg,OH,"24,000",https://www.soarr.com/for-sale/trucks/specs/16173843/2014-Ford-F350
Mack GRANITE GU533 ,2013,Box Truck,"242,515",Perrysburg,OH,"64,900",https://www.soarr.com/for-sale/trucks/specs/16184831/2013-Mack-GRANITE-GU533
Ford F350 4x4 ,2012,Vocational,"185,135",Perrysburg,OH,"18,000",https://www.soarr.com/for-sale/trucks/specs/16173844/2012-Ford-F350-4x4
Freightliner FL80 ,2000,Cab & Chassis,"277,315",Perrysburg,OH,"6,500",https://www.soarr.com/for-sale/trucks/specs/16199573/2000-Freightliner-FL80
Freightliner CASCADEVO1 ,2020,Sleeper Truck,"430,557",Kansas City,MO,"109,950",https://www.soarr.com/for-sale/trucks/specs/16201331/2020-Freightliner-CASCADEVO1
Volvo VNL860 ,2020,Sleeper Truck,"441,503",Kansas City,MO,"104,950",https://www.soarr.com/for-sale/trucks/specs/16199793/2020-Volvo-VNL860
Freightliner CASCADEVO1 ,2020,Sleeper Truck,"418,013",Kansas City,MO,"109,950",https://www.soarr.com/for-sale/trucks/specs/16200745/2020-Freightliner-CASCADEVO1
Kenworth T680 ,2019,Sleeper Truck,"421,553",Kansas City,MO,"89,950",https://www.soarr.com/for-sale/trucks/specs/16200711/2019-Kenworth-T680
Peterbilt 579 ,2019,Sleeper Truck,"490,125",Kansas City,MO,"84,950",https://www.soarr.com/for-sale/trucks/specs/16202259/2019-Peterbilt-579
Peterbilt 579 ,2019,Sleeper Truck,"436,562",Kansas City,MO,"89,950",https://www.soarr.com/for-sale/trucks/specs/16202260/2019-Peterbilt-579
Volvo VNL860 ,2019,Sleeper Truck,"403,404",Kansas City,MO,"105,950",https://www.soarr.com/for-sale/trucks/specs/16199789/2019-Volvo-VNL860
Peterbilt 579 ,2019,Sleeper Truck,"453,096",Kansas City,MO,"85,950",https://www.soarr.com/for-sale/trucks/specs/16202263/2019-Peterbilt-579
Kenworth T680 ,2019,Sleeper Truck,"531,937",Kansas City,MO,"99,950",https://www.soarr.com/for-sale/trucks/specs/16199056/2019-Kenworth-T680
Kenworth T680 ,2019,Sleeper Truck,"589,429",Kansas City,MO,"84,950",https://www.soarr.com/for-sale/trucks/specs/16179041/2019-Kenworth-T680
Kenworth T680 ,2018,Sleeper Truck,"433,633",Kansas City,MO,"86,950",https://www.soarr.com/for-sale/trucks/specs/16197088/2018-Kenworth-T680
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"553,209",Kansas City,MO,"83,950",https://www.soarr.com/for-sale/trucks/specs/16199751/2018-Freightliner-CASCADIA-EVOLUTION
Kenworth T680 ,2018,Sleeper Truck,"423,377",Kansas City,MO,"86,950",https://www.soarr.com/for-sale/trucks/specs/16197073/2018-Kenworth-T680
Volvo VNL780 ,2018,Sleeper Truck,"415,419",Kansas City,MO,"89,950",https://www.soarr.com/for-sale/trucks/specs/16199820/2018-Volvo-VNL780
Peterbilt 567 ,2018,Sleeper Truck,"495,621",Kansas City,MO,"94,950",https://www.soarr.com/for-sale/trucks/specs/16201618/2018-Peterbilt-567
Peterbilt 567 ,2018,Sleeper Truck,"507,360",Kansas City,MO,"93,950",https://www.soarr.com/for-sale/trucks/specs/16201619/2018-Peterbilt-567
Volvo VNL670 ,2018,Sleeper Truck,"515,213",Kansas City,MO,"74,950",https://www.soarr.com/for-sale/trucks/specs/16175941/2018-Volvo-VNL670
Mack CXU613 ,2018,Sleeper Truck,"514,451",Kansas City,MO,"74,950",https://www.soarr.com/for-sale/trucks/specs/16199078/2018-Mack-CXU613
Volvo VNL670 ,2018,Sleeper Truck,"547,827",Kansas City,MO,"74,950",https://www.soarr.com/for-sale/trucks/specs/16198709/2018-Volvo-VNL670
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"595,468",Kansas City,MO,"79,950",https://www.soarr.com/for-sale/trucks/specs/16199766/2018-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"625,822",Kansas City,MO,"69,950",https://www.soarr.com/for-sale/trucks/specs/16199781/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"581,468",Kansas City,MO,"72,950",https://www.soarr.com/for-sale/trucks/specs/16200779/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"487,125",Kansas City,MO,"77,950",https://www.soarr.com/for-sale/trucks/specs/16200763/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"554,411",Kansas City,MO,"72,950",https://www.soarr.com/for-sale/trucks/specs/16200776/2017-Freightliner-CASCADIA-EVOLUTION
International Prostar ,2017,Sleeper Truck,"532,813",Kansas City,MO,"64,950",https://www.soarr.com/for-sale/trucks/specs/16199795/2017-International-Prostar
Freightliner CASCADIA EVOLUTION ,2016,Sleeper Truck,"629,210",Kansas City,MO,"59,950",https://www.soarr.com/for-sale/trucks/specs/16199274/2016-Freightliner-CASCADIA-EVOLUTION
International Prostar ,2016,Sleeper Truck,Condition:,Kansas City,MO,"58,950",https://www.soarr.com/for-sale/trucks/specs/16195160/2016-International-Prostar
Mack CHU613 ,2016,Sleeper Truck,"387,422",Kansas City,MO,"64,950",https://www.soarr.com/for-sale/trucks/specs/16180035/2016-Mack-CHU613
Volvo VNL670 ,2016,Sleeper Truck,"694,396",Kansas City,MO,"51,950",https://www.soarr.com/for-sale/trucks/specs/16199815/2016-Volvo-VNL670
Volvo VNL670 ,2016,Sleeper Truck,"694,511",Kansas City,MO,"51,950",https://www.soarr.com/for-sale/trucks/specs/16199816/2016-Volvo-VNL670
Freightliner M2-106 ,2015,Box Van,"177,553",Kansas City,MO,"55,950",https://www.soarr.com/for-sale/trucks/specs/16198638/2015-Freightliner-M2-106
Volvo VNL670 ,2015,Sleeper Truck,"684,435",Kansas City,MO,"49,950",https://www.soarr.com/for-sale/trucks/specs/16198639/2015-Volvo-VNL670
Volvo VNM42T ,2015,Day Cab,"566,533",Kansas City,MO,"29,950",https://www.soarr.com/for-sale/trucks/specs/16193891/2015-Volvo-VNM42T
Isuzu NPR-HD ,2015,Box Van,"133,400",Kansas City,MO,"39,950",https://www.soarr.com/for-sale/trucks/specs/16197471/2015-Isuzu-NPR-HD
Volvo VNL670 ,2015,Sleeper Truck,"684,348",Kansas City,MO,"49,950",https://www.soarr.com/for-sale/trucks/specs/16198700/2015-Volvo-VNL670
Peterbilt 579 ,2019,Sleeper Truck,"533,401",Converse,TX,"86,950",https://www.soarr.com/for-sale/trucks/specs/16200286/2019-Peterbilt-579
Kenworth T680 ,2019,Sleeper Truck,"544,420",Converse,TX,"92,950",https://www.soarr.com/for-sale/trucks/specs/16195913/2019-Kenworth-T680
International LT ,2019,Sleeper Truck,"458,779",Converse,TX,"77,850",https://www.soarr.com/for-sale/trucks/specs/16201344/2019-International-LT
Kenworth T680 ,2019,Sleeper Truck,"547,959",Converse,TX,"92,950",https://www.soarr.com/for-sale/trucks/specs/16195912/2019-Kenworth-T680
Kenworth T680 ,2019,Sleeper Truck,"458,616",Converse,TX,"96,950",https://www.soarr.com/for-sale/trucks/specs/16181620/2019-Kenworth-T680
Peterbilt 579 ,2019,Sleeper Truck,"454,278",Converse,TX,"90,950",https://www.soarr.com/for-sale/trucks/specs/16198603/2019-Peterbilt-579
Kenworth T680 ,2019,Sleeper Truck,"428,763",Converse,TX,"89,950",https://www.soarr.com/for-sale/trucks/specs/16178471/2019-Kenworth-T680
Peterbilt 579 ,2019,Sleeper Truck,"481,140",Converse,TX,"90,950",https://www.soarr.com/for-sale/trucks/specs/16198602/2019-Peterbilt-579
International LT ,2019,Sleeper Truck,"417,081",Converse,TX,"84,950",https://www.soarr.com/for-sale/trucks/specs/16196989/2019-International-LT
Kenworth T680 ,2018,Sleeper Truck,"526,266",Converse,TX,"79,950",https://www.soarr.com/for-sale/trucks/specs/16200285/2018-Kenworth-T680
Volvo VNL670 ,2018,Sleeper Truck,"423,438",Converse,TX,"84,950",https://www.soarr.com/for-sale/trucks/specs/16191005/2018-Volvo-VNL670
Freightliner CASCADEVO1 ,2018,Sleeper Truck,"484,824",Converse,TX,"91,950",https://www.soarr.com/for-sale/trucks/specs/16198585/2018-Freightliner-CASCADEVO1
Peterbilt 567 ,2018,Sleeper Truck,"537,063",Converse,TX,"92,950",https://www.soarr.com/for-sale/trucks/specs/16201648/2018-Peterbilt-567
Freightliner CASCADEVO1 ,2018,Sleeper Truck,"570,870",Converse,TX,"81,950",https://www.soarr.com/for-sale/trucks/specs/16196862/2018-Freightliner-CASCADEVO1
Kenworth T680 ,2018,Sleeper Truck,"424,946",Converse,TX,"86,950",https://www.soarr.com/for-sale/trucks/specs/16197074/2018-Kenworth-T680
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"590,586",Converse,TX,"82,950",https://www.soarr.com/for-sale/trucks/specs/16199763/2018-Freightliner-CASCADIA-EVOLUTION
Volvo VNL630 ,2018,Sleeper Truck,"451,715",Converse,TX,"78,950",https://www.soarr.com/for-sale/trucks/specs/16176289/2018-Volvo-VNL630
Volvo VNL780 ,2018,Sleeper Truck,"596,042",Converse,TX,"82,950",https://www.soarr.com/for-sale/trucks/specs/16201150/2018-Volvo-VNL780
Kenworth T680 ,2018,Sleeper Truck,"525,022",Converse,TX,"87,950",https://www.soarr.com/for-sale/trucks/specs/16195352/2018-Kenworth-T680
Kenworth T680 ,2018,Sleeper Truck,"411,402",Converse,TX,"87,950",https://www.soarr.com/for-sale/trucks/specs/16197086/2018-Kenworth-T680
Peterbilt 567 ,2018,Sleeper Truck,"539,213",Converse,TX,"92,950",https://www.soarr.com/for-sale/trucks/specs/16201647/2018-Peterbilt-567
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"659,018",Converse,TX,"67,950",https://www.soarr.com/for-sale/trucks/specs/16200798/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"570,669",Converse,TX,"72,950",https://www.soarr.com/for-sale/trucks/specs/16195920/2017-Freightliner-CASCADIA-EVOLUTION
Volvo VNL630 ,2017,Sleeper Truck,"600,958",Converse,TX,"64,950",https://www.soarr.com/for-sale/trucks/specs/16201645/2017-Volvo-VNL630
Peterbilt 579 ,2017,Sleeper Truck,"587,459",Converse,TX,"62,950",https://www.soarr.com/for-sale/trucks/specs/16195944/2017-Peterbilt-579
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"638,543",Converse,TX,"71,950",https://www.soarr.com/for-sale/trucks/specs/16198694/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"635,040",Converse,TX,"72,950",https://www.soarr.com/for-sale/trucks/specs/16198574/2017-Freightliner-CASCADIA-EVOLUTION
Mack CXU613 ,2017,Sleeper Truck,"594,207",Converse,TX,"64,950",https://www.soarr.com/for-sale/trucks/specs/16200761/2017-Mack-CXU613
Mack CXU613 ,2016,Sleeper Truck,"498,929",Converse,TX,"59,950",https://www.soarr.com/for-sale/trucks/specs/16201345/2016-Mack-CXU613
International 4300 ,2015,Box Van,"257,955",Converse,TX,"29,950",https://www.soarr.com/for-sale/trucks/specs/16195725/2015-International-4300
Freightliner CASCADIA ,2015,Day Cab,"524,682",Converse,TX,"52,950",https://www.soarr.com/for-sale/trucks/specs/16192393/2015-Freightliner-CASCADIA
International 4300 ,2015,Box Van,"204,313",Converse,TX,"32,950",https://www.soarr.com/for-sale/trucks/specs/16195717/2015-International-4300
Freightliner CASCADIA ,2014,Sleeper Truck,"615,129",Converse,TX,"44,950",https://www.soarr.com/for-sale/trucks/specs/16201646/2014-Freightliner-CASCADIA
Volvo VNL780 ,2007,Sleeper Truck,"1,100,000",Converse,TX,"29,950",https://www.soarr.com/for-sale/trucks/specs/16196041/2007-Volvo-VNL780
Freightliner OTHER ,2021,Sleeper Truck,"448,048",Gary,IN,"119,294",https://www.soarr.com/for-sale/trucks/specs/16201547/2021-Freightliner-OTHER
Peterbilt 579 ,2019,Sleeper Truck,"498,562",Bolingbrook,IL,"83,950",https://www.soarr.com/for-sale/trucks/specs/16202257/2019-Peterbilt-579
Peterbilt 579 ,2019,Sleeper Truck,"441,155",Bolingbrook,IL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16202256/2019-Peterbilt-579
Freightliner CASCADIA ,2019,Sleeper Truck,"614,641",Bolingbrook,IL,"48,950",https://www.soarr.com/for-sale/trucks/specs/16176036/2019-Freightliner-CASCADIA
Freightliner CASCADIA ,2019,Sleeper Truck,"630,495",Bolingbrook,IL,"48,950",https://www.soarr.com/for-sale/trucks/specs/16176291/2019-Freightliner-CASCADIA
Volvo VNL670 ,2018,Sleeper Truck,"532,000",Bolingbrook,IL,"77,950",https://www.soarr.com/for-sale/trucks/specs/16190972/2018-Volvo-VNL670
Kenworth T680 ,2018,Sleeper Truck,"458,956",Bolingbrook,IL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16197109/2018-Kenworth-T680
Freightliner Cascadia ,2018,Sleeper Truck,"625,066",Gary,IN,"74,200",https://www.soarr.com/for-sale/trucks/specs/16202204/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"854,774",Gary,IN,"45,500",https://www.soarr.com/for-sale/trucks/specs/16199693/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"505,932",Gary,IN,"79,000",https://www.soarr.com/for-sale/trucks/specs/16201880/2018-Freightliner-Cascadia
Volvo VNL670 ,2018,Sleeper Truck,"531,405",Bolingbrook,IL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16194202/2018-Volvo-VNL670
Freightliner Cascadia ,2018,Sleeper Truck,"658,977",Gary,IN,"65,500",https://www.soarr.com/for-sale/trucks/specs/16201021/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"663,029",Gary,IN,"65,500",https://www.soarr.com/for-sale/trucks/specs/16198753/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"637,471",Gary,IN,"74,000",https://www.soarr.com/for-sale/trucks/specs/16201549/2018-Freightliner-Cascadia
Kenworth T680 ,2018,Sleeper Truck,"545,937",Bolingbrook,IL,"78,950",https://www.soarr.com/for-sale/trucks/specs/16197100/2018-Kenworth-T680
Volvo VNL630 ,2018,Sleeper Truck,"485,381",Bolingbrook,IL,"89,950",https://www.soarr.com/for-sale/trucks/specs/16168793/2018-Volvo-VNL630
Freightliner Cascadia ,2018,Sleeper Truck,"457,335",Gary,IN,"83,000",https://www.soarr.com/for-sale/trucks/specs/16201546/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"660,083",Gary,IN,"65,500",https://www.soarr.com/for-sale/trucks/specs/16198754/2018-Freightliner-Cascadia
Mack CXU613 ,2018,Sleeper Truck,"513,676",Bolingbrook,IL,"74,950",https://www.soarr.com/for-sale/trucks/specs/16199079/2018-Mack-CXU613
Freightliner Cascadia ,2018,Sleeper Truck,"600,420",Gary,IN,"74,000",https://www.soarr.com/for-sale/trucks/specs/16198758/2018-Freightliner-Cascadia
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"516,966",Bolingbrook,IL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16199074/2018-Freightliner-CASCADIA-EVOLUTION
Volvo VNL780 ,2018,Sleeper Truck,"648,336",Bolingbrook,IL,"80,950",https://www.soarr.com/for-sale/trucks/specs/16199284/2018-Volvo-VNL780
Volvo VNL780 ,2018,Sleeper Truck,"649,329",Bolingbrook,IL,"80,950",https://www.soarr.com/for-sale/trucks/specs/16199285/2018-Volvo-VNL780
International LT ,2018,Sleeper Truck,"525,374",Gary,IN,"67,000",https://www.soarr.com/for-sale/trucks/specs/16198765/2018-International-LT
International LT ,2018,Sleeper Truck,"536,100",Gary,IN,"67,000",https://www.soarr.com/for-sale/trucks/specs/16198759/2018-International-LT
Freightliner Cascadia ,2018,Sleeper Truck,"788,416",Gary,IN,"54,500",https://www.soarr.com/for-sale/trucks/specs/16201551/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"610,837",Gary,IN,"74,000",https://www.soarr.com/for-sale/trucks/specs/16198760/2018-Freightliner-Cascadia
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"364,178",Bolingbrook,IL,"89,950",https://www.soarr.com/for-sale/trucks/specs/16196879/2018-Freightliner-CASCADIA-EVOLUTION
Freightliner Cascadia ,2018,Sleeper Truck,"696,148",Gary,IN,"65,500",https://www.soarr.com/for-sale/trucks/specs/16201019/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"666,339",Gary,IN,"65,500",https://www.soarr.com/for-sale/trucks/specs/16201548/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"649,737",Gary,IN,"74,000",https://www.soarr.com/for-sale/trucks/specs/16201020/2018-Freightliner-Cascadia
Freightliner Cascadia ,2018,Sleeper Truck,"643,179",Gary,IN,"74,000",https://www.soarr.com/for-sale/trucks/specs/16198757/2018-Freightliner-Cascadia
Volvo VNL670 ,2018,Sleeper Truck,"564,502",Bolingbrook,IL,"74,950",https://www.soarr.com/for-sale/trucks/specs/16190973/2018-Volvo-VNL670
Freightliner Cascadia ,2018,Sleeper Truck,"756,254",Gary,IN,"54,500",https://www.soarr.com/for-sale/trucks/specs/16198768/2018-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"495,535",Gary,IN,"70,500",https://www.soarr.com/for-sale/trucks/specs/16201878/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"533,911",Gary,IN,"67,500",https://www.soarr.com/for-sale/trucks/specs/16199694/2017-Freightliner-Cascadia
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"482,979",Bolingbrook,IL,"77,950",https://www.soarr.com/for-sale/trucks/specs/16200762/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"557,240",Bolingbrook,IL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16195870/2017-Freightliner-CASCADIA-EVOLUTION
Volvo VNL780 ,2017,Sleeper Truck,"560,636",Bolingbrook,IL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16192146/2017-Volvo-VNL780
Freightliner Cascadia ,2017,Sleeper Truck,"627,985",Gary,IN,"61,500",https://www.soarr.com/for-sale/trucks/specs/16199689/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"447,185",Gary,IN,"73,500",https://www.soarr.com/for-sale/trucks/specs/16202203/2017-Freightliner-Cascadia
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"583,469",Bolingbrook,IL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16198623/2017-Freightliner-CASCADIA-EVOLUTION
Volvo VNL630 ,2017,Sleeper Truck,"510,895",Bolingbrook,IL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16199279/2017-Volvo-VNL630
Peterbilt 579 ,2017,Sleeper Truck,"613,083",Bolingbrook,IL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16196215/2017-Peterbilt-579
Freightliner CASCADIA ,2017,Sleeper Truck,"557,000",Bolingbrook,IL,"65,950",https://www.soarr.com/for-sale/trucks/specs/16200734/2017-Freightliner-CASCADIA
Freightliner CASCADIA ,2017,Sleeper Truck,"623,000",Bolingbrook,IL,"64,950",https://www.soarr.com/for-sale/trucks/specs/16200749/2017-Freightliner-CASCADIA
Freightliner Cascadia ,2017,Sleeper Truck,"741,529",Gary,IN,"53,500",https://www.soarr.com/for-sale/trucks/specs/16201022/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"780,964",Gary,IN,"45,500",https://www.soarr.com/for-sale/trucks/specs/16198767/2017-Freightliner-Cascadia
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"507,712",Bolingbrook,IL,"75,950",https://www.soarr.com/for-sale/trucks/specs/16199769/2017-Freightliner-CASCADIA-EVOLUTION
Volvo VNL630 ,2017,Sleeper Truck,"576,111",Bolingbrook,IL,"67,950",https://www.soarr.com/for-sale/trucks/specs/16199280/2017-Volvo-VNL630
Freightliner Cascadia ,2017,Sleeper Truck,"670,740",Gary,IN,"55,500",https://www.soarr.com/for-sale/trucks/specs/16202202/2017-Freightliner-Cascadia
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"255,204",Bolingbrook,IL,"73,950",https://www.soarr.com/for-sale/trucks/specs/16197119/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner Cascadia ,2017,Sleeper Truck,"551,037",Gary,IN,"64,500",https://www.soarr.com/for-sale/trucks/specs/16199691/2017-Freightliner-Cascadia
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"595,084",Bolingbrook,IL,"73,950",https://www.soarr.com/for-sale/trucks/specs/16197116/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner Cascadia ,2017,Sleeper Truck,"782,164",Gary,IN,"45,500",https://www.soarr.com/for-sale/trucks/specs/16198749/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"692,576",Gary,IN,"55,500",https://www.soarr.com/for-sale/trucks/specs/16198762/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"627,085",Gary,IN,"61,500",https://www.soarr.com/for-sale/trucks/specs/16201881/2017-Freightliner-Cascadia
Peterbilt 579 ,2017,Sleeper Truck,"573,766",Bolingbrook,IL,"62,950",https://www.soarr.com/for-sale/trucks/specs/16195871/2017-Peterbilt-579
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"576,331",Bolingbrook,IL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16198622/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner Cascadia ,2017,Sleeper Truck,"788,790",Gary,IN,"45,500",https://www.soarr.com/for-sale/trucks/specs/16198756/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"631,782",Gary,IN,"61,500",https://www.soarr.com/for-sale/trucks/specs/16201879/2017-Freightliner-Cascadia
Volvo VNL780 ,2016,Sleeper Truck,"600,741",Bolingbrook,IL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16197121/2016-Volvo-VNL780
